Airline,Origin,mean
Compass Airlines,ABQ,14.973333333333333
Compass Airlines,AUS,16.64
Compass Airlines,BOI,16.272727272727273
Compass Airlines,BUR,18.975609756097562
Compass Airlines,BZN,19.17241379310345
Compass Airlines,DEN,19.471153846153847
Compass Airlines,DFW,20.079646017699115
Compass Airlines,ELP,18.016556291390728
Compass Airlines,EUG,17.53125
Compass Airlines,FAI,21.53846153846154
Compass Airlines,FAT,17.14074074074074
Compass Airlines,FCA,21.41747572815534
Compass Airlines,GEG,19.949766355140188
Compass Airlines,HLN,21.74074074074074
Compass Airlines,IAH,18.664804469273744
Compass Airlines,IDA,13.0
Compass Airlines,LAS,19.299454297407912
Compass Airlines,LAX,19.13262620006194
Compass Airlines,LGB,14.792792792792794
Compass Airlines,MCI,16.22972972972973
Compass Airlines,MFR,16.975550122249388
Compass Airlines,MSO,24.583333333333332
Compass Airlines,MTJ,19.0
Compass Airlines,OAK,17.216
Compass Airlines,OKC,14.438202247191011
Compass Airlines,OMA,16.965346534653467
Compass Airlines,ONT,13.8
Compass Airlines,PDX,17.922881355932205
Compass Airlines,PHX,20.301707779886147
Compass Airlines,PSC,17.13733905579399
Compass Airlines,PSP,13.625
Compass Airlines,RDM,16.826568265682656
Compass Airlines,RNO,18.061185468451242
Compass Airlines,SAN,20.00927441352973
Compass Airlines,SAT,14.551782682512734
Compass Airlines,SEA,19.96193156569397
Compass Airlines,SFO,21.36939010356732
Compass Airlines,SJC,19.03028350515464
Compass Airlines,SLC,19.481317055123938
Compass Airlines,SMF,18.750234741784038
Compass Airlines,SNA,16.727037516170764
Compass Airlines,STL,17.74418604651163
Compass Airlines,TUS,18.18877551020408
Compass Airlines,XNA,13.108108108108109
Delta Air Lines Inc.,ABE,16.730994152046783
Delta Air Lines Inc.,ABQ,13.02183406113537
Delta Air Lines Inc.,AGS,16.066666666666666
Delta Air Lines Inc.,ALB,15.845151953690303
Delta Air Lines Inc.,ANC,16.043301759133964
Delta Air Lines Inc.,ATL,15.627545111204364
Delta Air Lines Inc.,ATW,19.28108108108108
Delta Air Lines Inc.,AUS,13.973197015750207
Delta Air Lines Inc.,AVL,19.834688346883468
Delta Air Lines Inc.,AVP,17.95402298850575
Delta Air Lines Inc.,BDL,13.885084427767355
Delta Air Lines Inc.,BHM,19.01605929586164
Delta Air Lines Inc.,BIL,13.465290806754222
Delta Air Lines Inc.,BIS,18.70984455958549
Delta Air Lines Inc.,BNA,16.921615917998192
Delta Air Lines Inc.,BOI,16.10299625468165
Delta Air Lines Inc.,BOS,20.368909792571152
Delta Air Lines Inc.,BTR,15.191387559808613
Delta Air Lines Inc.,BTV,18.04794520547945
Delta Air Lines Inc.,BUF,15.528932355338224
Delta Air Lines Inc.,BWI,15.624049151550615
Delta Air Lines Inc.,BZN,18.403963414634145
Delta Air Lines Inc.,CAE,15.927083333333334
Delta Air Lines Inc.,CAK,17.085271317829456
Delta Air Lines Inc.,CHA,16.605504587155963
Delta Air Lines Inc.,CHO,14.327380952380953
Delta Air Lines Inc.,CHS,15.429984383133785
Delta Air Lines Inc.,CID,20.13157894736842
Delta Air Lines Inc.,CLE,14.469770253929868
Delta Air Lines Inc.,CLT,20.78991326694507
Delta Air Lines Inc.,CMH,14.734004739336493
Delta Air Lines Inc.,COS,21.81761006289308
Delta Air Lines Inc.,CRW,19.802325581395348
Delta Air Lines Inc.,CVG,14.793638275499474
Delta Air Lines Inc.,DAB,15.035452322738386
Delta Air Lines Inc.,DAL,14.297232250300842
Delta Air Lines Inc.,DAY,16.30074074074074
Delta Air Lines Inc.,DCA,17.17022696929239
Delta Air Lines Inc.,DEN,16.419770520741395
Delta Air Lines Inc.,DFW,16.136922176711526
Delta Air Lines Inc.,DSM,15.244813278008298
Delta Air Lines Inc.,DTW,18.487959768005286
Delta Air Lines Inc.,ECP,14.607142857142858
Delta Air Lines Inc.,EGE,19.085106382978722
Delta Air Lines Inc.,ELP,14.395061728395062
Delta Air Lines Inc.,EVV,15.96694214876033
Delta Air Lines Inc.,EWR,19.234712559502015
Delta Air Lines Inc.,EYW,8.746506986027944
Delta Air Lines Inc.,FAI,19.13664596273292
Delta Air Lines Inc.,FAR,21.19533527696793
Delta Air Lines Inc.,FAY,15.247191011235955
Delta Air Lines Inc.,FCA,18.727272727272727
Delta Air Lines Inc.,FLL,16.71541057367829
Delta Air Lines Inc.,FNT,14.68141592920354
Delta Air Lines Inc.,FSD,19.372093023255815
Delta Air Lines Inc.,GEG,15.783200908059024
Delta Air Lines Inc.,GNV,15.442105263157895
Delta Air Lines Inc.,GPT,15.090909090909092
Delta Air Lines Inc.,GRB,18.05190311418685
Delta Air Lines Inc.,GRR,15.032945736434108
Delta Air Lines Inc.,GSO,16.90135542168675
Delta Air Lines Inc.,GSP,17.276103714085494
Delta Air Lines Inc.,HDN,20.962025316455698
Delta Air Lines Inc.,HNL,19.036496350364963
Delta Air Lines Inc.,HOU,13.02431906614786
Delta Air Lines Inc.,HPN,15.799442896935933
Delta Air Lines Inc.,HSV,18.247667514843087
Delta Air Lines Inc.,IAD,17.101298701298703
Delta Air Lines Inc.,IAH,15.395697522816167
Delta Air Lines Inc.,ICT,13.593320235756385
Delta Air Lines Inc.,ILM,14.1125
Delta Air Lines Inc.,IND,17.141622839969948
Delta Air Lines Inc.,JAC,19.309608540925268
Delta Air Lines Inc.,JAN,15.466666666666667
Delta Air Lines Inc.,JAX,15.011568123393316
Delta Air Lines Inc.,JFK,27.09647737416741
Delta Air Lines Inc.,JNU,11.0
Delta Air Lines Inc.,KOA,14.278688524590164
Delta Air Lines Inc.,LAS,15.308928019771393
Delta Air Lines Inc.,LAX,16.546912255603242
Delta Air Lines Inc.,LEX,18.044510385756677
Delta Air Lines Inc.,LFT,16.158823529411766
Delta Air Lines Inc.,LGA,24.336565585331453
Delta Air Lines Inc.,LIH,13.716363636363637
Delta Air Lines Inc.,LIT,16.266346153846154
Delta Air Lines Inc.,MCI,13.772191898879631
Delta Air Lines Inc.,MCO,16.250969655487108
Delta Air Lines Inc.,MDT,15.441908713692946
Delta Air Lines Inc.,MDW,14.304843304843304
Delta Air Lines Inc.,MEM,16.242990654205606
Delta Air Lines Inc.,MHT,15.753138075313808
Delta Air Lines Inc.,MIA,17.654151119402986
Delta Air Lines Inc.,MKE,14.720530835284933
Delta Air Lines Inc.,MLB,15.25514403292181
Delta Air Lines Inc.,MOB,16.297619047619047
Delta Air Lines Inc.,MSN,14.236936936936937
Delta Air Lines Inc.,MSO,21.874193548387098
Delta Air Lines Inc.,MSP,18.13319138117333
Delta Air Lines Inc.,MSY,14.783049040511727
Delta Air Lines Inc.,MTJ,20.863636363636363
Delta Air Lines Inc.,MYR,14.208955223880597
Delta Air Lines Inc.,OAK,13.665399239543726
Delta Air Lines Inc.,OGG,13.104014598540147
Delta Air Lines Inc.,OKC,12.542708333333334
Delta Air Lines Inc.,OMA,15.63189143341815
Delta Air Lines Inc.,ONT,13.261744966442953
Delta Air Lines Inc.,ORD,19.978803267829544
Delta Air Lines Inc.,ORF,12.781205164992826
Delta Air Lines Inc.,PBI,15.375404530744337
Delta Air Lines Inc.,PDX,12.111333143020268
Delta Air Lines Inc.,PHF,14.335135135135134
Delta Air Lines Inc.,PHL,18.386583463338532
Delta Air Lines Inc.,PHX,15.562988939843539
Delta Air Lines Inc.,PIT,16.322051282051284
Delta Air Lines Inc.,PNS,16.686936936936938
Delta Air Lines Inc.,PSC,18.155844155844157
Delta Air Lines Inc.,PSP,13.565217391304348
Delta Air Lines Inc.,PVD,14.795804195804196
Delta Air Lines Inc.,PWM,17.27508090614887
Delta Air Lines Inc.,RAP,18.571428571428573
Delta Air Lines Inc.,RDU,18.134796978281397
Delta Air Lines Inc.,RIC,16.861290322580643
Delta Air Lines Inc.,RNO,14.551898734177215
Delta Air Lines Inc.,ROA,23.21195652173913
Delta Air Lines Inc.,ROC,14.484797297297296
Delta Air Lines Inc.,RSW,12.82267657992565
Delta Air Lines Inc.,SAN,19.028654048370136
Delta Air Lines Inc.,SAT,12.188967777170944
Delta Air Lines Inc.,SAV,16.16685979142526
Delta Air Lines Inc.,SBN,13.0
Delta Air Lines Inc.,SDF,18.06168359941945
Delta Air Lines Inc.,SEA,19.140889066880256
Delta Air Lines Inc.,SFO,20.1802393461763
Delta Air Lines Inc.,SJC,14.70636310566258
Delta Air Lines Inc.,SJU,14.321698113207548
Delta Air Lines Inc.,SLC,18.317448509926077
Delta Air Lines Inc.,SMF,13.949044585987261
Delta Air Lines Inc.,SNA,16.395540475036356
Delta Air Lines Inc.,SRQ,12.574523396880416
Delta Air Lines Inc.,STL,12.755411255411255
Delta Air Lines Inc.,STT,12.801526717557252
Delta Air Lines Inc.,STX,12.13888888888889
Delta Air Lines Inc.,SYR,19.310344827586206
Delta Air Lines Inc.,TLH,14.81592039800995
Delta Air Lines Inc.,TPA,14.525456803264147
Delta Air Lines Inc.,TRI,19.194117647058825
Delta Air Lines Inc.,TUL,14.773550724637682
Delta Air Lines Inc.,TUS,12.579617834394904
Delta Air Lines Inc.,TVC,18.097560975609756
Delta Air Lines Inc.,TYS,16.672230652503792
Delta Air Lines Inc.,VPS,17.53960396039604
Delta Air Lines Inc.,XNA,16.424242424242426
Empire Airlines Inc.,HNL,11.354107648725213
Empire Airlines Inc.,JHM,3.325242718446602
Empire Airlines Inc.,LNY,5.849056603773585
Empire Airlines Inc.,MKK,4.651933701657459
Endeavor Air Inc.,ABE,17.503846153846155
Endeavor Air Inc.,ABY,16.0168776371308
Endeavor Air Inc.,ACK,28.0
Endeavor Air Inc.,AEX,16.852130325814535
Endeavor Air Inc.,AGS,19.56342668863262
Endeavor Air Inc.,ALB,15.23728813559322
Endeavor Air Inc.,ATL,19.100654897494305
Endeavor Air Inc.,ATW,22.342105263157894
Endeavor Air Inc.,AUS,17.204968944099377
Endeavor Air Inc.,AVL,19.35185185185185
Endeavor Air Inc.,AVP,18.406091370558375
Endeavor Air Inc.,AZO,25.833333333333332
Endeavor Air Inc.,BDL,16.015695067264573
Endeavor Air Inc.,BGR,19.759933774834437
Endeavor Air Inc.,BHM,17.493562231759658
Endeavor Air Inc.,BIS,20.622222222222224
Endeavor Air Inc.,BMI,18.173780487804876
Endeavor Air Inc.,BNA,18.21280276816609
Endeavor Air Inc.,BOS,24.830346930995045
Endeavor Air Inc.,BQK,17.76050420168067
Endeavor Air Inc.,BTR,17.51123595505618
Endeavor Air Inc.,BTV,22.868061142397426
Endeavor Air Inc.,BUF,18.688329839273237
Endeavor Air Inc.,BWI,19.605658709106986
Endeavor Air Inc.,CAE,20.231372549019607
Endeavor Air Inc.,CAK,19.693069306930692
Endeavor Air Inc.,CHA,16.641025641025642
Endeavor Air Inc.,CHO,19.133079847908746
Endeavor Air Inc.,CHS,17.80564263322884
Endeavor Air Inc.,CID,16.0
Endeavor Air Inc.,CLE,19.90920245398773
Endeavor Air Inc.,CLT,27.374809160305343
Endeavor Air Inc.,CMH,21.4275092936803
Endeavor Air Inc.,CRW,18.473214285714285
Endeavor Air Inc.,CSG,17.58813559322034
Endeavor Air Inc.,CVG,18.345662786331207
Endeavor Air Inc.,CWA,21.130494505494507
Endeavor Air Inc.,DAY,22.695652173913043
Endeavor Air Inc.,DCA,23.23701298701299
Endeavor Air Inc.,DEN,20.8
Endeavor Air Inc.,DFW,20.338103756708406
Endeavor Air Inc.,DHN,17.8
Endeavor Air Inc.,DLH,10.0
Endeavor Air Inc.,DSM,19.385057471264368
Endeavor Air Inc.,DTW,21.528320207142087
Endeavor Air Inc.,ELM,22.027027027027028
Endeavor Air Inc.,ERI,20.0
Endeavor Air Inc.,EVV,19.154185022026432
Endeavor Air Inc.,EWN,16.53125
Endeavor Air Inc.,EWR,23.88479262672811
Endeavor Air Inc.,EYW,17.491803278688526
Endeavor Air Inc.,FAR,25.333333333333332
Endeavor Air Inc.,FAY,15.649289099526067
Endeavor Air Inc.,FCA,14.545454545454545
Endeavor Air Inc.,FLL,21.62727272727273
Endeavor Air Inc.,FNT,13.660079051383399
Endeavor Air Inc.,FSD,23.32894736842105
Endeavor Air Inc.,FSM,18.304545454545455
Endeavor Air Inc.,GFK,20.096491228070175
Endeavor Air Inc.,GNV,16.56896551724138
Endeavor Air Inc.,GPT,15.708333333333334
Endeavor Air Inc.,GRB,20.803030303030305
Endeavor Air Inc.,GRK,16.666666666666668
Endeavor Air Inc.,GRR,17.362179487179485
Endeavor Air Inc.,GSO,21.914556962025316
Endeavor Air Inc.,GSP,16.085510688836106
Endeavor Air Inc.,GTF,20.789473684210527
Endeavor Air Inc.,GTR,18.149700598802394
Endeavor Air Inc.,HOU,18.0
Endeavor Air Inc.,HPN,19.3026941362916
Endeavor Air Inc.,HRL,11.5
Endeavor Air Inc.,HSV,17.163636363636364
Endeavor Air Inc.,IAD,22.86013986013986
Endeavor Air Inc.,IAH,18.864327485380116
Endeavor Air Inc.,ILM,15.239406779661017
Endeavor Air Inc.,IND,18.622361219702892
Endeavor Air Inc.,JAN,18.508474576271187
Endeavor Air Inc.,JAX,17.48813209494324
Endeavor Air Inc.,JFK,28.63239422983832
Endeavor Air Inc.,LAN,22.296296296296298
Endeavor Air Inc.,LEX,19.39268680445151
Endeavor Air Inc.,LFT,18.248704663212436
Endeavor Air Inc.,LGA,30.297612437534703
Endeavor Air Inc.,LIT,18.24
Endeavor Air Inc.,LNK,26.021505376344088
Endeavor Air Inc.,MBS,17.899224806201552
Endeavor Air Inc.,MCI,17.796983758700698
Endeavor Air Inc.,MCO,18.18
Endeavor Air Inc.,MDT,15.816326530612244
Endeavor Air Inc.,MDW,11.0
Endeavor Air Inc.,MEM,16.882063882063882
Endeavor Air Inc.,MGM,21.371308016877638
Endeavor Air Inc.,MHT,19.108374384236452
Endeavor Air Inc.,MIA,23.333333333333332
Endeavor Air Inc.,MKE,17.126482213438734
Endeavor Air Inc.,MLB,24.0
Endeavor Air Inc.,MLI,18.76
Endeavor Air Inc.,MOB,19.488636363636363
Endeavor Air Inc.,MOT,17.7
Endeavor Air Inc.,MSN,16.564551422319475
Endeavor Air Inc.,MSP,24.65035087719298
Endeavor Air Inc.,MSY,18.80691642651297
Endeavor Air Inc.,MVY,16.0
Endeavor Air Inc.,MYR,15.092592592592593
Endeavor Air Inc.,OAJ,18.026748971193417
Endeavor Air Inc.,OMA,17.59090909090909
Endeavor Air Inc.,ORD,23.66891891891892
Endeavor Air Inc.,ORF,22.034927866362946
Endeavor Air Inc.,PBI,18.857142857142858
Endeavor Air Inc.,PHF,15.755555555555556
Endeavor Air Inc.,PHL,22.83091286307054
Endeavor Air Inc.,PIA,22.218487394957982
Endeavor Air Inc.,PIT,21.071385359951602
Endeavor Air Inc.,PVD,15.223684210526315
Endeavor Air Inc.,PWM,19.451868629671573
Endeavor Air Inc.,RAP,26.5
Endeavor Air Inc.,RDU,23.62013422818792
Endeavor Air Inc.,RIC,22.014739229024944
Endeavor Air Inc.,ROA,21.328125
Endeavor Air Inc.,ROC,19.528080469404863
Endeavor Air Inc.,RST,17.153153153153152
Endeavor Air Inc.,RSW,17.354591836734695
Endeavor Air Inc.,SAT,15.591981132075471
Endeavor Air Inc.,SAV,17.90379746835443
Endeavor Air Inc.,SBN,15.867924528301886
Endeavor Air Inc.,SDF,18.45138888888889
Endeavor Air Inc.,SGF,20.135064935064936
Endeavor Air Inc.,SHV,13.998116760828625
Endeavor Air Inc.,SRQ,19.175824175824175
Endeavor Air Inc.,STL,17.544843049327355
Endeavor Air Inc.,SYR,23.844559585492227
Endeavor Air Inc.,TLH,16.904761904761905
Endeavor Air Inc.,TPA,16.473684210526315
Endeavor Air Inc.,TRI,16.847272727272728
Endeavor Air Inc.,TUL,16.361256544502616
Endeavor Air Inc.,TVC,17.0
Endeavor Air Inc.,TYS,17.067076579094465
Endeavor Air Inc.,VLD,17.0
Endeavor Air Inc.,VPS,17.24137931034483
Endeavor Air Inc.,XNA,16.74025974025974
Envoy Air,ABI,16.337616822429908
Envoy Air,ABQ,15.454545454545455
Envoy Air,ACT,15.413793103448276
Envoy Air,AEX,16.122171945701357
Envoy Air,ALB,14.869806094182826
Envoy Air,ALO,14.661870503597122
Envoy Air,AMA,16.054878048780488
Envoy Air,ATL,21.244444444444444
Envoy Air,ATW,12.784
Envoy Air,AUS,21.5
Envoy Air,AVP,16.565217391304348
Envoy Air,AZO,14.508641975308642
Envoy Air,BDL,12.836206896551724
Envoy Air,BGR,14.584615384615384
Envoy Air,BHM,16.45145631067961
Envoy Air,BIL,12.221476510067115
Envoy Air,BIS,15.594594594594595
Envoy Air,BMI,12.240099009900991
Envoy Air,BNA,16.932814021421617
Envoy Air,BOI,14.84375
Envoy Air,BOS,20.846320346320347
Envoy Air,BPT,16.505208333333332
Envoy Air,BRO,14.770833333333334
Envoy Air,BTR,17.55263157894737
Envoy Air,BTV,15.701612903225806
Envoy Air,BUF,17.284188034188034
Envoy Air,BWI,17.77005347593583
Envoy Air,BZN,15.221476510067115
Envoy Air,CAE,11.0
Envoy Air,CAK,18.125435540069688
Envoy Air,CHA,19.783625730994153
Envoy Air,CHO,17.29263565891473
Envoy Air,CHS,13.405594405594405
Envoy Air,CID,14.853425845620121
Envoy Air,CLE,18.841992501339046
Envoy Air,CLL,12.247956403269756
Envoy Air,CLT,25.326797385620914
Envoy Air,CMH,17.72548028311426
Envoy Air,CMI,12.637877211238294
Envoy Air,COU,15.289340101522843
Envoy Air,CRP,13.246913580246913
Envoy Air,CVG,17.928912466843503
Envoy Air,CWA,13.478371501272264
Envoy Air,DAY,15.11260053619303
Envoy Air,DBQ,15.76959619952494
Envoy Air,DCA,20.591549295774648
Envoy Air,DFW,20.002462548737945
Envoy Air,DRT,16.787610619469028
Envoy Air,DSM,13.456
Envoy Air,DTW,22.922907488986784
Envoy Air,ELP,15.489711934156379
Envoy Air,EVV,17.675977653631286
Envoy Air,EWN,12.623188405797102
Envoy Air,EWR,21.973684210526315
Envoy Air,EYW,17.3
Envoy Air,FAR,16.09470304975923
Envoy Air,FAY,21.32456140350877
Envoy Air,FNT,15.691394658753708
Envoy Air,FSD,13.976377952755906
Envoy Air,FSM,12.957805907172995
Envoy Air,FWA,11.735177865612648
Envoy Air,GCK,14.100346020761245
Envoy Air,GGG,14.355742296918768
Envoy Air,GJT,14.412735849056604
Envoy Air,GNV,10.460674157303371
Envoy Air,GRB,10.895104895104895
Envoy Air,GRI,13.80722891566265
Envoy Air,GRK,17.280913978494624
Envoy Air,GRR,15.362105263157895
Envoy Air,GSO,20.301001251564454
Envoy Air,GSP,17.987730061349694
Envoy Air,HOU,24.372881355932204
Envoy Air,HSV,13.538793103448276
Envoy Air,HTS,14.868217054263566
Envoy Air,IAH,17.622895622895623
Envoy Air,ICT,21.666666666666668
Envoy Air,ILM,16.532981530343008
Envoy Air,IND,15.696428571428571
Envoy Air,JAN,15.045454545454545
Envoy Air,JAX,13.596491228070175
Envoy Air,JFK,28.372842870118074
Envoy Air,JLN,12.7
Envoy Air,LAN,16.47653429602888
Envoy Air,LAW,14.156976744186046
Envoy Air,LBB,13.694444444444445
Envoy Air,LCH,15.36556603773585
Envoy Air,LEX,15.774795799299884
Envoy Air,LFT,13.64179104477612
Envoy Air,LGA,25.44669887278583
Envoy Air,LIT,16.376267143709004
Envoy Air,LRD,13.907849829351536
Envoy Air,LSE,12.061111111111112
Envoy Air,MAF,19.462962962962962
Envoy Air,MCI,15.342608695652174
Envoy Air,MDT,13.279069767441861
Envoy Air,MEM,14.540386803185438
Envoy Air,MFE,11.97887323943662
Envoy Air,MGM,13.068720379146919
Envoy Air,MHK,13.792811839323468
Envoy Air,MIA,17.397324571696785
Envoy Air,MKE,20.035714285714285
Envoy Air,MLI,13.44951923076923
Envoy Air,MLU,12.775510204081632
Envoy Air,MOB,10.333333333333334
Envoy Air,MQT,16.4
Envoy Air,MSN,13.471537807986406
Envoy Air,MSO,13.071005917159763
Envoy Air,MSP,17.68
Envoy Air,MSY,13.133333333333333
Envoy Air,MTJ,15.666666666666666
Envoy Air,MYR,12.3125
Envoy Air,OKC,16.718309859154928
Envoy Air,OMA,15.64440734557596
Envoy Air,ORD,22.05734432712756
Envoy Air,ORF,17.777666999002992
Envoy Air,PBI,13.032520325203253
Envoy Air,PHL,24.15546218487395
Envoy Air,PIA,15.108761329305135
Envoy Air,PIT,17.15803964757709
Envoy Air,PNS,12.29336437718277
Envoy Air,PVD,14.465909090909092
Envoy Air,PWM,16.387755102040817
Envoy Air,RDU,22.779510022271715
Envoy Air,RIC,19.1656662665066
Envoy Air,ROA,22.23134328358209
Envoy Air,ROC,14.52980132450331
Envoy Air,ROW,11.359649122807017
Envoy Air,RST,15.050583657587548
Envoy Air,SAT,15.3
Envoy Air,SAV,15.984615384615385
Envoy Air,SDF,16.942164179104477
Envoy Air,SGF,16.3495
Envoy Air,SHV,16.71663244353183
Envoy Air,SJT,13.557659208261619
Envoy Air,SPI,13.635714285714286
Envoy Air,SPS,15.545882352941176
Envoy Air,SRQ,14.384615384615385
Envoy Air,STL,16.893034825870647
Envoy Air,SUX,13.383763837638377
Envoy Air,SWO,12.561111111111112
Envoy Air,SYR,17.58383233532934
Envoy Air,TLH,11.664507772020725
Envoy Air,TOL,12.196875
Envoy Air,TPA,12.0
Envoy Air,TUL,16.58745874587459
Envoy Air,TVC,13.632911392405063
Envoy Air,TXK,16.66171003717472
Envoy Air,TYR,15.41091492776886
Envoy Air,TYS,15.626865671641792
Envoy Air,VPS,14.285714285714286
Envoy Air,XNA,16.508964719491036
ExpressJet Airlines Inc.,ABE,16.419753086419753
ExpressJet Airlines Inc.,ABQ,14.822368421052632
ExpressJet Airlines Inc.,AEX,16.67063492063492
ExpressJet Airlines Inc.,AGS,13.222222222222221
ExpressJet Airlines Inc.,ALB,20.089285714285715
ExpressJet Airlines Inc.,AMA,13.780231335436383
ExpressJet Airlines Inc.,ATL,17.725974025974025
ExpressJet Airlines Inc.,ATW,17.8062015503876
ExpressJet Airlines Inc.,AUS,20.545454545454547
ExpressJet Airlines Inc.,AVL,17.829268292682926
ExpressJet Airlines Inc.,AVP,19.225247524752476
ExpressJet Airlines Inc.,AZO,22.01923076923077
ExpressJet Airlines Inc.,BDL,16.660194174757283
ExpressJet Airlines Inc.,BGR,24.485185185185184
ExpressJet Airlines Inc.,BHM,17.583499667332003
ExpressJet Airlines Inc.,BMI,15.802395209580839
ExpressJet Airlines Inc.,BNA,18.063113604488077
ExpressJet Airlines Inc.,BOS,19.781368821292777
ExpressJet Airlines Inc.,BRO,14.128016789087093
ExpressJet Airlines Inc.,BTR,15.309034907597535
ExpressJet Airlines Inc.,BTV,24.433925049309664
ExpressJet Airlines Inc.,BUF,19.800518134715027
ExpressJet Airlines Inc.,BWI,25.44776119402985
ExpressJet Airlines Inc.,CAE,17.537993920972646
ExpressJet Airlines Inc.,CAK,23.072100313479623
ExpressJet Airlines Inc.,CHA,17.11611030478955
ExpressJet Airlines Inc.,CHO,15.423076923076923
ExpressJet Airlines Inc.,CHS,20.145
ExpressJet Airlines Inc.,CID,15.767676767676768
ExpressJet Airlines Inc.,CLE,18.20520067834935
ExpressJet Airlines Inc.,CLL,10.778306374881065
ExpressJet Airlines Inc.,CLT,24.586523736600306
ExpressJet Airlines Inc.,CMH,19.16838279830406
ExpressJet Airlines Inc.,COS,17.030864197530864
ExpressJet Airlines Inc.,CRP,13.240365111561866
ExpressJet Airlines Inc.,CRW,16.91348600508906
ExpressJet Airlines Inc.,CSG,20.0
ExpressJet Airlines Inc.,CVG,19.236363636363638
ExpressJet Airlines Inc.,CWA,9.048780487804878
ExpressJet Airlines Inc.,DAY,17.167325428194992
ExpressJet Airlines Inc.,DCA,23.85453943008615
ExpressJet Airlines Inc.,DFW,21.316641753861486
ExpressJet Airlines Inc.,DSM,18.16023166023166
ExpressJet Airlines Inc.,DTW,23.95614035087719
ExpressJet Airlines Inc.,ECP,15.021951219512195
ExpressJet Airlines Inc.,ELM,19.5
ExpressJet Airlines Inc.,ELP,14.209809264305177
ExpressJet Airlines Inc.,ERI,20.857142857142858
ExpressJet Airlines Inc.,EVV,16.807947019867548
ExpressJet Airlines Inc.,EWR,25.53293964676563
ExpressJet Airlines Inc.,EYW,11.54625550660793
ExpressJet Airlines Inc.,FAR,20.353356890459363
ExpressJet Airlines Inc.,FLG,14.0
ExpressJet Airlines Inc.,FNT,19.40909090909091
ExpressJet Airlines Inc.,FSD,23.236686390532544
ExpressJet Airlines Inc.,FSM,11.833333333333334
ExpressJet Airlines Inc.,FWA,21.213043478260868
ExpressJet Airlines Inc.,GNV,9.0
ExpressJet Airlines Inc.,GPT,14.09691629955947
ExpressJet Airlines Inc.,GRB,14.150887573964496
ExpressJet Airlines Inc.,GRI,16.05263157894737
ExpressJet Airlines Inc.,GRK,18.54071661237785
ExpressJet Airlines Inc.,GRR,18.05
ExpressJet Airlines Inc.,GSO,22.084720121028745
ExpressJet Airlines Inc.,GSP,16.866801210898082
ExpressJet Airlines Inc.,GUC,13.52
ExpressJet Airlines Inc.,HDN,15.81132075471698
ExpressJet Airlines Inc.,HOB,12.587797619047619
ExpressJet Airlines Inc.,HOU,18.11904761904762
ExpressJet Airlines Inc.,HPN,17.80745341614907
ExpressJet Airlines Inc.,HRL,13.551652892561984
ExpressJet Airlines Inc.,HSV,16.324497257769654
ExpressJet Airlines Inc.,IAD,24.108843537414966
ExpressJet Airlines Inc.,IAH,19.207935028624682
ExpressJet Airlines Inc.,ICT,14.255813953488373
ExpressJet Airlines Inc.,ILM,14.75
ExpressJet Airlines Inc.,IND,17.777251184834125
ExpressJet Airlines Inc.,JAC,17.866666666666667
ExpressJet Airlines Inc.,JAN,15.0220207253886
ExpressJet Airlines Inc.,JAX,16.205882352941178
ExpressJet Airlines Inc.,JLN,19.26984126984127
ExpressJet Airlines Inc.,LAN,18.139705882352942
ExpressJet Airlines Inc.,LAW,15.978494623655914
ExpressJet Airlines Inc.,LBB,15.74074074074074
ExpressJet Airlines Inc.,LCH,10.820304568527918
ExpressJet Airlines Inc.,LEX,18.092206366630077
ExpressJet Airlines Inc.,LFT,16.53261927945472
ExpressJet Airlines Inc.,LGA,27.635030198446938
ExpressJet Airlines Inc.,LIT,15.359642591213701
ExpressJet Airlines Inc.,LNK,22.11627906976744
ExpressJet Airlines Inc.,LRD,15.693357597816197
ExpressJet Airlines Inc.,MAF,14.038034865293186
ExpressJet Airlines Inc.,MCI,14.607407407407408
ExpressJet Airlines Inc.,MCO,23.0
ExpressJet Airlines Inc.,MDT,22.0
ExpressJet Airlines Inc.,MDW,16.0
ExpressJet Airlines Inc.,MEM,17.86156824782188
ExpressJet Airlines Inc.,MFE,13.818627450980392
ExpressJet Airlines Inc.,MHK,11.741758241758241
ExpressJet Airlines Inc.,MHT,22.503246753246753
ExpressJet Airlines Inc.,MKE,17.87028657616893
ExpressJet Airlines Inc.,MLI,15.594306049822064
ExpressJet Airlines Inc.,MLU,14.287511230907457
ExpressJet Airlines Inc.,MOB,14.302959953569356
ExpressJet Airlines Inc.,MSN,18.44948755490483
ExpressJet Airlines Inc.,MSP,25.921487603305785
ExpressJet Airlines Inc.,MSY,16.12
ExpressJet Airlines Inc.,MTJ,13.217391304347826
ExpressJet Airlines Inc.,MYR,19.727272727272727
ExpressJet Airlines Inc.,OAJ,16.057692307692307
ExpressJet Airlines Inc.,OKC,14.64990328820116
ExpressJet Airlines Inc.,OMA,15.40530759951749
ExpressJet Airlines Inc.,ORD,24.602969450972015
ExpressJet Airlines Inc.,ORF,19.949814126394052
ExpressJet Airlines Inc.,PHF,12.652631578947368
ExpressJet Airlines Inc.,PHL,13.5
ExpressJet Airlines Inc.,PIA,17.00749063670412
ExpressJet Airlines Inc.,PIT,23.11049723756906
